doc_id,text,category_1,category_2,sentiment
227,"The streaming series follows a baker, her dog, a quiet kitchen routine, and a chef preparing meals inside a small home.",3,5,Neutral
228,"Walking the dog every morning, eating a healthy breakfast, and stretching improved her energy and gave her a delightful daily routine.",4,5,Positive
229,"A poor diet of frozen kitchen meals, skipping exercise, and weak cardio caused stressful weight gain and exhausting sleep problems.",4,5,Negative
230,"Her daily routine includes a balanced lunch, light cycling, stretching, and feeding the cat before evening yoga and meditation practice.",4,5,Neutral
231,"Comedy, thriller, and action are examples of genres that Netflix has to offer.",3,None,Neutral
232,"The animation, plot, and voice acting in Witch Hat Atelier makes it a spectacular series to binge.",3,None,Positive
233,My pet frog had developed a concerning illness from consuming the worms in its habitat. I have made an appointment for next week to get it checked out.,4,5,Negative
234,"There are two candidates running for president right now. One of them is a Republican, and the other one is a Democrat.",1,None,Neutral
235,"The dietitian said my health has improved after eating a balanced diet consisting of meat, dairy, and vegetables to get more nutrients into my body.",4,5,Positive
236,I attended a concert to hear my favorite idols sing live on stage in Los Angeles. I always listen to their music through my headphones.,3,None,Positive
237,The assignment allowed students to use artificial intelligence to debug their code.,2,None,Neutral
238,Recent government policies have cut funding and resources towards public education which have caused outrage amongst citizens.,1,None,Negative
239,"I hate that my roommates are unwilling to do chores around the apartment. They do not help vaccuum, sweep, or mop.",5,None,Negative
240,Fans of the show MasterChef were horrified watching the chefs fail to bake their gourmet recipes in the final season.,3,5,Negative
241,"On an episode of The Voice, singer Kelly Clarkson debuted her new single on stage. It merged software and machine learning to generate different unique backtracks everytime it played.",2,3,Neutral
242,"My cat drank all the milk, so now we are at Walmart buying new furnishings for the apartment because he pooped all over the old lounge chair.",5,None,Negative
243,Mom told me about the coverage on the crises and wars across seas. New diplomatic measures have been taking place with the current world leaders. I am hopeful the world will become better.,1,None,Positive
244,Running with my dog at the beach helps train my durability and lower my blood pressure. We also play fetch and frisbee too.,4,5,Positive
245,Movie reviewers were irked by the new feature film Hail Mary due to their inaccurate usage of centrifuges. They incorrectly balanced the machine causing people to throw their popcorn everywhere.,3,None,Negative
246,"Many states have created new policies for data centers. The rise in AI and chatbots have led to this demand leading to more centers being created. Citzens are protesting, creating counsils and creating petitions.",1,2,Neutral
247,"Amazon released a televised adaptation for popular romance novel Off Campus. Fans have been praising the new romcom, complimenting the acting and drama.",4,None,Positive
248,Gordon Ramsay's new breakfast reciepie was broadcasted on screen. The news anchors were impressed by its flavors and use of spices.,3,5,Positive
249,Extreme levels of sleep loss and stress have been exhibited by the general population. Citizens are displeased with the government’s current actions.,1,5,Negative
250,I love eating out at different restaurants for dinner. Food makes me happy and is my form of therapy.,4,5,Positive
251,"During a stressful interview with an athlete, a reporter was almost struck by a baseball on the training site. ",1,4,Negative
252,Running a large database on the local device will exhaust the processor. This workload will likely cause the system to shut down.,2,None,Negative
253,"For a show that adapted from a novel, they always rewrite extra scene. Most of the new script was required an approval from the writer before it went into general crew. ",3,1,Neutral
254,Best way to release stress is strolling around the neighborhood after having a supper in the evening. It is a low commitment routine for everyone. ,4,5,Negative
255,The live action of Avatar is an enjoyable adaptation. The giant bison eats an absurd amount of snacks. ,3,None,Positive
256,A true crime podcast by Rotten Mango is an enjoyable broadcast. The creator deep dive into a story with full site-note coverage. ,1,3,Positive
257,The congress issues a new regulation to improve the safety of the country. ,1,None,Positive
258,Frieren is a fantasy story that show a main protagonist went on a new journey to learn more about her former comrade and the world. ,4,None,Neutral
259,Digital distribution has made music more accessible. Finding new genre and artist has never been easier. ,3,None,Neutral
260,Using a spike collar on a dog while walking help to train the dog behavior. This restrictive collar prevents a sudden pull and reduce excessive physical injure. ,4,5,Neutral
261,"Todays headline, the ""No Kings"" protest organized in response to the presidents actions and adminsitration policies in office.",1,None,Neutral
262,"Welcome, broadcasting live from California, where today we will review an interview with congress member Young Kim about ICE and their effectiveness at tackling immigration in the state and country level.",1,3,Neutral
263,The hardware present does not have enough storage to house the data given. Consider importing the data to your cloud server instead.,2,None,Neutral
264,"I hate that my workout program has an egregious bug with being unable to track my fitness plans. The software engineer said tracking miles, meal plans, and so on would be fixed soon two months ago.",2,4,Negative
265,The lovely ode about the dog has great reviews. A canine will most likely be trained to film the remaster for the television show.,3,5,Positive
266,The controversial author for the lyrics of three of the top ten melodies streaming on Spotify has been reluctantly nominated for this years Grammy's. ,3,None,Negative
267,Malcom diligently trained his endurance running and improved his recovery and stamina as a result.,4,None,Positive
268,The owner was gored by his cat from hell. The near feral feline needed to be put on a harness with a muzzle and months of rehabilitation and training.,4,5,Negative
269,Advanced hardware has been attached to the cat collar to track an exact location using GPS. The location is then stored in a database to track the pet's hideouts via wifi connection.,5,2,Neutral
270,"Local dog was elected as mayor with overwhelming public support. She's hasn't raised the peoples taxes or enforced fines, making a homely atmosphere. Treats and sausages are generously donated to encentivise a second term.",5,1,Positive
271,My tabby cat bit my terrier and they got into a scuffle over a toy. They are all fine now.,5,None,Neutral
272,The problematic media caused a scandal in the gossip press. This issue made people wonder who was really involved.,1,None,Negative
273,The system was so loud that it became difficult to hear anything. This gave us poor audio output and high decibel levels.,2,None,Negative
274,The famous actor and director stood next to a celebrity wearing a crazy costume. It was enjoyable to watch the interactions.,3,None,Positive
275,My bad muscle strain caused a lot of stress. It also gave me severe fatigue and headaches.,4,None,Negative
276,My data graphs on the dashboard were effective in showing metrics of my research. My research on AI frameworks has a presentation for a live spectator audience.,3,2,Positive
277,"My friends showed me a culinary recipe for an appetizer on the internet, which uses our smartphone network. We will be preparing it in a skillet.",5,2,Neutral
278,Our patrons heard a newscast journalism report about the restaurant. The inspector gave a low rating due to sanitation problems with rats.,5,1,Neutral
279,I dislike that my injury of my tendon requries me to have crutches and prevents me from going down the stairs to watch my favorite sitcom on the television display.,4,3,Neutral
280,"My pet puppy Maya is wearing a harness. It has so much positive energy and vitality that causes people to release endorphins, making them smile every time they pass by.",5,4,Positive
281,"A new study shows that regular muscle training is vital to living healthy, long lives. Those who partake report a boost in mood and energy. ",4,none,Positive
282,The public is outraged following the president’s meandering response to the implementation of sanctions and tariffs on American companies.,1,none,Negative
283,A newly deployed and optimized machine learning algorithm can predict the daily weather within a week with never-before-seen accuracy. ,2,none,Neutral
284,The number of families in the United States is plummeting alongside home ownership rate. Many report poor social and economic conditions as the reason.,5,none,Negative
285,The upcoming 2026 release of Avatar Aang: The Last Airbender has already garnered raving reviews from audiences following its leak on platforms such as X. ,3,none,Positive
286,"Singer songwriter Kanye (Ye) West claims that his talents for politics rival his talents for music. He plans to campaign for president, promising a new amendment for diplomacy.",1,3,Neutral
287,"Studies show that owners who socialize their cats outside regularly have improved metabolism, reduced anxiety, and better mobility. ",4,5,Positive
288,Undercover reporter reports about a smart system utilized for optimizing air strikes in skirmishes outputs that it’s “scared of its own capabilities”. Researchers are concerned to say the least.,1,2,Negative
289,An obese cat in California has its routine feeding habits documented and recorded into a dataset. Researchers and vets designed a model to analyze the main reasons for its weight.,5,2,Neutral
290,Singer songwriter d4vd’s “Remember Me” has been removed from Arcane’s official Spotify discography following major petition from the people.,1,3,Neutral
291,"The most recent protest with thousands rallying together against an imminent dictatorship has had a frustratingly minor impact, leaving citizens outraged.",1,none,Negative
292,A neural network trained on different cuisines and various homestyle cooking blogs was coded to have an accuracy higher than 80% when predicting a dish given its ingredients.,2,5,Neutral
293,"Experts recommend 8 hours of sleep in order for someone to function at their best. Participants in their study report improved qualities of life, citing less brain fog and improved motor functions.",4,none,Positive
294,An upcoming Daniel Caesar concert has thousands waiting in queue to buy tickets to auditorally experience songs about tragedy.,3,none,Neutral
295,"The protagonist in this thriller novel is running for president, with seemingly successful plans to lower inflation and amend current migrant laws.",1,3,Positive
296,Therapists suggest going to holistic therapy at least once a week to establish momentum and develop one's healthy coping skills.,4,none,Neutral
297,A restaurant is closing after numerous guests report a concern with the amount of bugs visible around the establishment.,5,none,Negative
298,"The students' Support Vector Classification (SVC) is trained on 10 different musical features, including rhythm and creator, to try to predict a song's category. Its validation accuracy has consistently been above 74%.",3,2,Positive
299,"Students with high mental stress often claim that their grades are ""cooked"", finding themselves with no motivation  or vigor. Studies have found that there is no correlation to baking or chefs.",4,5,Negative
300,Children these days are being fed too much processed food which worsens their vascular health and stamina. Porfessionals deem this a growingly problematic issue.,5,4,Negative
301,The government debate about immigration included diplomacy and amendment discussions during the election coverage. Many voters reported positive reactions afterward.,1,none,Positive
302,The software model used neural_network and framework methods for database analysis and prediction testing. Engineers described the system as effective and useful.,2,none,Positive
303,The television series featured a thrilling protagonist and songwriter during studio production. Critics gave the episode disappointing reviews because the plot felt weak.,3,none,Negative
304,The fitness workout improved metabolism and cognitive wellness through exercise and recovery training. Athletes noticed stronger energy and healthy motivation afterward.,4,none,Positive
305,The restaurant prepared homestyle cuisine with appetizers and baking recipes for dinner service. Customers enjoyed the pleasant flavor and satisfying meals.,5,none,Positive
306,The journalist published a report about dictatorship and insurgency during a public government discussion. Residents expressed serious concerns about the stressful political crisis.,1,none,Negative
307,The machine learning program applied support_vector classification and debugging methods for statistics analysis. Researchers found the optimized system strong and successful.,2,none,Positive
308,The concert performance included a songwriter and setlist during the entertainment broadcast. Some audience members described the experience as poor and frustrating afterward.,3,none,Negative
309,"The doctor recommended wellness routines focused on vigor, movement, and coping therapy after physical injury treatment. Patients developed improved recovery habits.",4,none,Positive
310,The apartment kitchen used cuisine ingredients and appetizers for breakfast cooking and family meals. The enjoyable food created pleasant dinner conversations at home.,5,none,Positive
311,The media reported an concerning increase in AI data centers being built right where local homes and family neighborhoods are. This would pose dangerous living conditions in the district and the social platforms aren't displaying them enough.,1,5,Negative
312,The model that is being used to design an algorithm in python is difficult to work with. This causes the PC to malfunction when processing data.,2,none,Negative
313,The author of this poem says that using an AI model to write instead is harmful because automated processes ruin the artistry of creating a work of art.,2,3,Negative
314,"My dog exercises a lot which is good for his physical health, so I reward her with treats and lots of petting. This means if she listens and preforms her tricks, I will also reward her.",4,5,Positive
315,"The owner has a successful diet by eating fruit and vegetables. I would also make sure to count carbs and protein, so I have the energy to play a sport like pickleball.",4,5,Positive
316,"The owner of the dog is happy when he goes out for breakfast. He gets himself pancakes, breakfast burrito juice for a balance meal. ",5,none,Positive
317,A media reporter shows that these companies are coming out with new algorithms and hardware for data analysis. She writes a blog for CNN on how they use less tensor cores and consume less wattage ,1,2,Neutral 
318,The author for this story went out and got himself a snack. He would eat a bag of cheetos and doritos before working on the outline of his draft.,3,5,Neutral
319,The mayor held a local election today and gave a short public speech. This showed his party's position while in the current financial state.,1,none,Neutral
320,The president presented a new policy on what will happen in a recession and how that will impact retirement funds.,1,none,Neutral
321,My dog is always happy watching television at the house on his bed. His favorite cartoon show is Bluey.,5,3,Positive
322,"After a long day of coding solutions and debugging issues at school, coming home to the couch and carpet feels satisfying.",5,2,Positive
323,"Proper intake of wholesome, good meals consisting of protein, carbs, and fat can improve sleep, metabolism, and cognitive abilities.",5,4,Neutral
324,"The election sparked a public outrage and a problematic insurrection since the election statistics, including counting and results, didn't correspond with the outcome.",1,2,Negative
325,Cooking a delicious dinner to fulfill any appetite requires fresh ingredients and proper recipe to follow.,5,none,Neutral
326,Pets are often rewarded in treats and toys to promote positive habits and to stimulate their minds.,5,4,Positive
327,Machine learning algorithms tend to use methods of training and testing to improve their accuracy and precision at a certain task.,2,none,Neutral
328,The unkept promise of tax reforms and revisional budgets was problematic. The newly elected president was disappointing the population.,1,none,Negative
329,The writer of that new novel series was a failure. All of his ratings were poor.,3,none,Negative
330,The doctor prescribed medicine for my injury. It was effective at making me feel healthy and preventing it from happening again.,4,none,Positive
331,Skipping a proper warmup before running is a bad idea. Many athletes learn this the hard way.,4,none,Negative
332,Hatsune Miku's recent concert was one of the most exciting shows of the year. The setlist included many excellent songs from the rhythm game.,3,none,Positive
333,Yesterday's debate in the senate was weak and hard to watch. Voters say the lack of any meaningful real policy is frustrating.,1,none,Negative
334,Many dinner restaurants offer bread as an appetizer before the main meal or sometimes as a side for the soup.,5,none,Neutral
335,The library's new recommendation algorithm is very useful in suggesting novels based on reading habits. Library patrons report that it seems surprisingly accurate.,2,3,Positive
336,The data science team engineered a clustering algorithm to analyze streaming patterns across movies and television genres.Their new framework improved the efficiency of the analysis.,3,2,Neutral
337,Streaming services are recently getting more serious about taking down illegal pirating websites instead of just updating their platforms or fixing issues that would improve user experience.,3,1,Negative
338,A recent study indicates that going outside to your garden and touching the grass is a great way to decrease mental stress.Daily sunlight and fresh air improves emotional wellbeing.,4,5,Positive
339,Data scientists love when the machine starts learning and not a single error can be found in their code.A clean debugging process helps improve programmer productivity.,2,none,Positive
340,Government media outlets published a concerning report detailing a recent hantavirus outbreak and the urgent need for local wellness clinic resources. Many hospitals are preparing supplies and emergency response plans.,1,4,Negative
341,"Anthropic's large language model Claude, is seen to be accelerating in their effectivity of analysis and classification. They outperform competitors on generating effective visualizations and outputs with their advanced machine learning models.",2,none ,Positive
342,"Generation Z is seen to be the most active amongst all previous generations. This generation places a strong emphasis on movement, staying health conscious, and prioritize strength training for muscle hypertrophy. ",4,none ,Positive
343,It can be extremely exciting to own your own dog. They are lovable furry creatures that can lower your stress levels and make you more active.,4,5,Positive
344,With an increase in machine learning and automation the media has casted a negative light on the job market. New graduates have shared how it has been stressful to obtain entry level jobs and are pushing for reform.  ,1,2,Negative
345,The U.S. involvement in the Iran War is a problematic and controversial topic among many Americans. Americans are conflicted on the violence ensuing alongside many additionals costs they are experiencing at the pump and elsewhere. ,1,none,Negative
346,Actors often promote exaggerated beauty standards especially when trends on how body figures should look become popularized. This can cause the audience to feel negatively about themselves and look to harmful health diets and fitness journeys. ,3,4,Negative
347,"It is almost time for Californians to elect their new governor. Voters are looking for candidates that can address current issues such as the taxes, crime, and housing affordability. ",1,none,Neutral
348,"Besides giving your dog the classic kibble, you can also include vegetables and some fruits in their diet. Vegetables like carrots and pumpkin can add beneficial fiber and nutrients to their diet. ",5,none,Neutral
349,Before lifting heavy weights it is recommended to stretch and allow blood flow to reach your muscles. This sets you up for a better workout and maintain a balance of flexibility alongside strength training. ,4,none,Neutral
350,Hollywood became the film capital of the world due to its location and weather. Several studios were established here that produced several famous actors through television and film. ,3,none,Neutral
351,The new election coverage and media report gave voters useful information and created a positive public discussion.,1,none,Positive
352,The software model produced excellent prediction accuracy and the automation system showed strong performance.,2,none,Positive
353,The television series had a disappointing plot and weak dialogue that frustrated the audience.,3,none,Negative
354,Poor sleep and stressful workout routines can cause harmful effects on physical health and recovery.,4,none,Negative
355,My family prepared a pleasant breakfast with fruit and bread in the kitchen before work.,5,none,Neutral
356,The government policy used machine learning analysis to improve public services and create effective solutions.,1,2,Positive
357,The actor discussed difficult exercise routines during an interview and described frustrating recovery experiences.,3,4,Negative
358,The restaurant introduced a new recipe while a data system tracked customer feedback and meal preferences.,2,5,Neutral
359,A journalist wrote a report about a concert performance that received excellent reviews and exciting audience reactions.,1,3,Positive
360,The dog owner followed a training routine and walked to the park before preparing dinner at home.,4,5,Neutral
361,Social media is now pushing advertisements on candidates for the upcoming elections. They implore the public to vote based on a variety of policy and social issues.,1,none,Neutral
362,"The rise of machine learning, AI, and LLMs may threaten the field of data analysis. Their accuracy and efficiency pose problematic implications on the job market. Despite that, they are also weak due to their hallucinations and poor calculations. ",2,none,Negative
363,"A recent film that came out was the Wuthering Heights adaptation, which is a drama based on the Emily Bronte novel. The movie stars famous actor Jacob Elodi and his co-star Margot Robbie.",3,none,Neutral
364,"It is essential to engage in physical activity or it weakens your health. Failure to have a regime of cardio and strength training may have negative impacts on your future. For bone health, muscle density, and joint health, one must exercise. ",4,none,Negative
365,"In the process of preparing for my new puppy, I have purchased a leash, a toy, and treats. Most importantly, I began looking for various dog trainers so I can complete the home training as soon as possible. The puppy may also start teething so I got the furry creature a teething chew toy. ",5,none,Neutral
366,"The CDPA act in Britain is being considered to be legalized in California. This policy would be effective for protecting the public from algorithms and models which function to replace human conscientious reasoning. The policy explains that when a model replaces a human decision, the programer is liable for the choices the model makes.",1,2,Positive
367,"Referring to LLMs for health advice may be a bad idea. The AI may not perform well under stressful, urgent emergencies, which will weaken its accuracy. It may not understand the context of your underlying health conditions, family-history, and body measurements (like BMI). It may also hallucinate data or provide information from inaccurate sources. ",2,4,Negative
368,"Younger music artists have songs and albums dedicated to pop music. The rise of pop music benefits energy levels and reduces stress. Thanks to them, now EDM, rock, and house music is also getting popular. ",3,4,Positive
369,"Having a meal preparation routine can be helpful and can promote a healthy diet. Even by preparing lunch and dinner ahead of time, it can reduce mental fatigue by providing clarity. Meal prep can be stored in the fridge and eaten over a couple days.",4,5,Positive
370,"One computational model someone could make could make predictions on what kind of pet someone has based on characteristics of the prospective owner. Based on the persons’ home setup, daily routine, and grocery list preferences as inputs, the model could use classification to identify the ideal pet type. ",5,2,Neutral
371,The news coverage showed the devastating and harmful effects the Bain Fire had on Riverside county. Luckily the apartment I'm renting out isn't near the fire but I have been suffering from some respiratory issues caused by the smoke.,1,none,Negative
372,Grocery shopping has improved my eating habits and nutrition. It has been effective in helping me save money by reducing the amount of times I eat fast food. I typically buy chicken thighs in bulk and I pair it with either sweet potatoes or baby potatoes as my carbs. ,4,5,Positive
373,The improvements in the accuracy of large language models are concerning for the future of my career path. AI has made me worried about job security which is why I'm thinking of doing my masters in order to strengthen my resume and experience. ,2,none,Negative
374,De-stressing by practicing breathing exercises and meditating before bed has improved both my sleep quality and reduced my anxiety,4,none,Positive
375,"I have an exam tomorrow for my statistics class. It's mainly on ANOVA, which stands for analysis of variance. It also covers hypothestis testing, power testing, and identifying different experimental designs. To prepare I've done all the textbook practice problems and watched YouTube videos on topics I wasn't fully confident on.",2,none,Neutral
376,News reports about the recent Canvas data breach showed the serious failures in the platform’s security system and exposed several flaws they need to fix. Their cybersecurity experts investigated what caused the breach but took a while to push out a patch to fix the issue. ,1,2,Negative
377,I was underwhelmed after watching ‘The Boys’ series finale and I can see why most of the reviews and media coverage surrounding it have been negative.,1,3,Negative
378,News reports about the recent Canvas data breach showed the serious failures in the platform’s security system and exposed several flaws they need to fix. Their cybersecurity experts investigated what caused the breach but they took a while to push out a patch to fix the issue. ,1,3,Positive
379,Me and my roommates split up cleaning duties for our apartment and this week I have to mop the living room and kitchen. My favorite cleaning duty is vacuuming since its the quickest to do. ,5,none,Neutral
380,Government officials and lawmakers should start creating new policies that regulate how large language models source their training data. There isn't much regulation on how AI and LLM's scrape their training data from online sources.,1,2,Neutral
381,A T.V. show features celebrities showing off their Hollywood homes and lavish lifestyles. Many fans are entertained by the episodes.,3,5,Positive
382,A data science company effectively developed a new software to organize large databases that performed better than its competitors. ,2,none,Neutral
383,A movie star made a controvertial remmark about ballet and the performing arts during an interview. ,3,none,Negative
384,My roomates deep cleaned our house before a large group of friends came over.,5,none,Neutral
385,The dog spilt his kibble all over the carpet and bit my roommates when they were home. ,5,none,Negative
386,The computer program effectively helped recomend family meals high in nutrients for those to busy to come up with recipies. ,5,2,Positive
387,A fitness coach recomended meal preping with protien and fiber to support a healthy diet and lifestyle.,4,5,Positive
388,Data trends show that a lack of excersize accelerating the rate at which individuals develop high blood pressure. ,4,2,Negative
389,Current news reports show that gas price trends have increased nationwide in the past few months limiting affordability for the lower class. ,1,none,Negative
390,A documentary shows how athletes use technology and data tracking to effictively adjust their training weights and improve strength.,2,4,Neutral
391,The government has released a report about state budget problems. Many citizens have expressed anxiety about the impact on legislation.,1,None,Negative
392,A new program uses machine learning algorithms to improve servers and cybersecurity systems for a tech company.,2,None,Positive
393,A new TV series is reported to have an excellent plot and screenplay. Public has rated the cinematography highly on Rotten Tomatoes.,3,None,Positive
394,Doctors recommend a new exercise routine that involves stretching and meditation.,4,None,Neutral
395,Many families keep apples and blueberries on their kitchen counters because they are a good snack for both the families and their dogs.,5,None,Neutral
396,"The election debate was hard to watch. The coverage felt negative, the headlines were frustrating, and a lot of voters said the speeches only the campaign feel more stressful.",1,None,
397,"The learning model did not perform well during testing. It trained slowly, had low accuracy, and produced outputs that showed the prediction system still needed major improvements.",2,None,negative
398,"The streaming series was very enjoyable. It had an exciting plot, strong plot, strong dialogue, and a great final episode, so mamy viewers praised the actor and director's performances.",3,None,positive
399,"A balanced routine with walking, enough water, sleep, and good nutrition can help support overall wellness. These habots can also improve energy, recovery, and daily movement.",4,None,neutral
400,"The dog's, food bowl, toy, and leash were left in the messy apartment kitchen. The pet owner cleaned the home, furniture, and laundry before dinner.",5,None,neutral
401,"The people are concerned with the recent government shutdown on the news and what this means for the economy, federal aid, and job security. Until this issue is resolved many Americans are out of a job and many economic decisions are left uncertain.",1,None,negative
402,"A new machine learning model was released that improves the accuracy, prediction, and output of data visualizaations. The model is optimized to help runtime and memory useage which is very beneficial to programmers.",2,None,positive
403,"The character in the author's novel is a musically gifted individual that is often caught playing instruments in live performances. The genre of his novel revolves around romance, action, and is an overall thriller.",3,None,neutral
404,"For one's health it is important to exercise and find the time to workout throughout the day. Some benefits of frequent physical activity are structure, endurance, improvements in chronic disease, and mental health.",4,None,positive
405,The dog owner typically does an excellent job of taking care of their pet. But this day was a bit problematic since the owner accidentally let the dog eat chocolate he left out on the shelf of the living room.,5,None,negative
406,The government released a helpful report about local budget reform and public policy updates. Journalists described the mayor’s speech as positive and effective.,1,None,Positive
407,The machine learning model produced excellent prediction accuracy after software testing and data analysis. Developers said the system created useful visualizations for researchers.,2,None,Negative
408,The television series received disappointing reviews because the weak dialogue and poor soundtrack frustrated the audience. Critics said the production quality was worse than expected.,3,None,Negative
409,"Poor sleep, stressful workout routines, and weak recovery habits can create serious health problems. Doctors warned that lack of hydration may worsen physical injury.",4,None,Negative
410,"The family prepared breakfast with fruit, bread, and coffee in their kitchen before walking the dog. The pet waited beside the table during the meal.",5,None,Neutral
411,Government officials have released a report about how a new algorithm is helping policymakers improve their public policy decisions. Analysts have done this by programming new encrypted databases to forecast public opinion.,1,2,Positive
412,"A new streaming platform uses an AI software to recommend television episodes. Combined with editor rendering and a synchronization technology, public reports an enjoyable and satisfying personalized experience.",2,3,Positive
413,A news report describes a stressful economy crisis that has caused an increase in restaurant prices. Local communities are upset because school cafeterias are experiencing shortages and distribution problems.,1,5,Negative
414,Production is paused after an actress suffers a serious injury on set. Stunt choreographers have been told to monitor rehearsal more closely and the acress is working on rehabilitation exercises with therapists.,3,4,Negative
415,"A local juice shop uses vitamins and minerals and works with dietitians to prepare nutritious, balanced smoothies for customers to support digestion.",4,5,Neutral
416,"The health clinic used a data model to track sleep, stress, exercise, and recovery patterns more effectively. The software also gave patients clearer visuals about their wellness and physical activity.",4,2,positive
417,"The news report explained that food inflation has made grocery shopping, eating out, and managing family budgets stressful. The article showed how rising prices have become a serious problem for local families.",1,5,negative
418,"A music streaming app used a recommendation algorithm to match each song, artist, and album to user data. The system looked at listening habits and sorted them through a simple classification model.",3,2,neutral
419,"A pet training program used  toys, movements, and positive feedback form the owner to build a better routine. Over time, the dog improved with exercise, leash practice, and daily activity.",5,4,positive
420,"The fitness app had a comfusing interface, slow data storage, and weak workout tracking tools. Many users said it made planning exercises, cardio and training routines more frustrating.",4,2,negative
421,A news article headlined that an upcoming actor was going to star in the new marvel movie that is centered around comedy. The actor has starred in many indie films that tended to be sorrowful and about AI so this new role is a bit surprising in a good way.,1,3,neutral
422,"A new software was released that uses a python algorithm to keep track of a persons health by gathering data on strength, training time, and workout lengths. User privacy is a concern for this new software beause the data collected is real time and has a lot of user information.",2,5,negative
423,A new television series was released about a cat and dog duo that are secretly super heroes who live in an apartment undercover as pets. The series is action packed filled with action and drama and a lot of plot twists involving the unlikely antagonist who lives in the apartment's basement.,3,5,positive
424,"A new fitness workout routine has been advertised in the media and even has support from the government. The workout focuses on training muscle, helping wth wellness, and balance which can help combat the weight issue in America",4,1,positive
425,The owner of the home needed to find a new way to clean his apartment because the cleaning techniques he was using were just not working. Covenient the news was reporting on a new local product that could be used to improve cleaning and combat stains.,5,1,positive
426,Journalists used a data visualization system to explain election results and voter trends during a live media broadcast. The analysis helped viewers understand public discussion and campaign changes.,1,2,Neutral
427,"A restaurant used data analysis and customer reviews to improve meal recommendations and grocery planning. The software system tracked ingredients, recipes, and pantry storage.",2,5,Neutral
428,"The workout clinic introduced a new exercise tracking program, but the software produced slow output and frustrating recovery reports. Patients said the weak system made physical training more difficult.",4,2,Negative
429,A local news article described how rising grocery costs forced families to reduce restaurant visits and change dinner routines at home. Reporters called the economy situation concerning for many communities.,1,5,Negative
430,"A music streaming service used a recommendation algorithm to organize albums, songs, and genre preferences. Users reported enjoyable entertainment experiences and satisfying playlist suggestions.",3,2,Positive
431,The government launched a new fiscal policy targeting urban districts. Many residents expressed concern about proposed municipal spending cuts.,1,2,Neutral
432,A recent algorithm update improved the model's classification accuracy on compressed datasets. The development team praised the deployment pipeline for delivering useful results.,2,1,Positive
433,The new drama series received excellent reviews for its strong script and layered narrative arc. Critics praised the ensemble cast for delivering a satisfying theatrical performance.,3,4,Positive
434,Poor sleep habits and a lack of hydration led to serious fatigue episodes among study participants. Doctors warned that disrupted circadian rhythms can worsen physical recovery.,4,1,Negative
435,The dog knocked over its food bowl and scattered kibble across the kitchen tiles. The frustrated owner spent the evening doing household cleanup before dinner.,5,4,Negative
436,A popular cooking show on television helped viewers develop healthier meal habits and discover exciting new culinary techniques. The host shared easy pantry swaps for everyday home cooking.,5,3,Positive
437,Researchers used a Python program to run regression analysis on patient wellness data. The resulting visualization helped clinicians track recovery benchmarks in a useful and efficient way.,2,4,Positive
438,The journalist's article on the election campaign featured an interview with a candidate who dismissed economic concerns as weak and problematic. Many voters found the coverage deeply disappointing.,1,3,Negative
439,A new music streaming algorithm clusters songs by rhythm and genre using listener behavior logs. The system gave audiences a more enjoyable and personalized discovery feed.,3,2,Positive
440,Many families are adopting healthier breakfast routines by adding more fruit and vegetables to their morning meals. Community nutritionists say this supports better energy levels and long-term fitness habits.,5,4,Neutral
441,"The election coverage was frustrating due to poor media reporting, leaving the public with disappointing and misleading information",1,none,Negative
442,"The new machine learning model improved prediction accuracy, making it a useful tool for data analysis",2,none,Positive
443,"The actor delivered a strong performance in the series, receiving excellent reviews from the audience",3,none,Positve
444,"The software bug caused a serious failure in the database system, making recovery slow and frustrating",2,none,Negative
445,The novel's dark theme and poor dialogue made it a disappointing read for most of its audience,3,none,Negative
446,A new algorithm helped doctors improve patient recovery and wellness tracking,2,4,Positive
447,A government reform program encouraged physical activity and healthy nutrition habits in public schools,1,4,Neutral
448,The new music streaming software uses a recommendation algorithm to suggest sons based on listening habits,3,2,Neutral
449,"The government's immigration policy has caused serious debate, with concerning effects on local economy and public health",1,4,Negative
450,A new data visualization system helps journalists report accurate election statistics and improve public coverage,2,1,Neutral
451,The new policy on climate action sparked heated debates in Congress.,1,none,Neutral
452,A powerful new algorithm streamlined data analysis for our research team.,2,none,Positive
453,My cat and I watched a funny cooking show about homemade treats.,5,3,Neutral
454,The software update caused major delays in our daily work tasks.,2,none,Negative
455,The popular workout app partnered with a streaming service for new fitness videos.,4,3,Positive
456,Local news reported on a new pet-friendly café in the downtown area.,1,5,Neutral
457,The AI-powered recipe app suggests meals tailored to dietary needs.,2,5,Positive
458,The author’s latest novel became a viral hit on social media.,3,none,Positive
459,My dog got sick after eating a spoiled treat from the grocery store.,5,none,Negative
460,The health tech platform helps users track their exercise and medical records.,4,2,Neutral
461,The news about the media's outrage over the rising gas prices and inflation over the ensueing war caused massive public outrage and a cry for a peace deal policy,1,none,Negative
462,The algorithm classification was created on predicting approval rates for all sorts of policies.,2,1,Neutral
463,"The music album about Taylor Swift featuring Shake It Off, Wild Dreams, You Belong to Me, and Blank Space recieved widespread positive feedback and energy from Spotify and the 2026 audience",3,none,Positive
